638	11534.83695
575	4417.52566
559	4503.69742
632	3491.95858
575	4337.06547
572	3582.36278
562	3759.94974
563	3756.99896
573	4094.89862
601	3879.69862
558	3691.80454
580	3844.85325
543	4020.40862
599	3978.25906
548	3778.58597
585	4123.34347
582	4417.56023
567	4364.96918
593	4198.43143
573	4509.00292
556	4344.71968
565	4464.29794
585	4240.39400
570	4965.25714
562	4886.81182
558	5124.39299
541	5022.05379
542	5201.85758
534	4735.98292
531	4913.16865
551	4729.74336
506	5172.62457
501	5346.94444
558	5344.99826
556	5274.84578
558	5870.88420
560	5195.39421
557	5571.14388
523	5173.88937
545	6049.98598
588	5935.21335
550	5835.67418
515	5528.91278
549	6236.44878
518	5698.55945
518	5911.82101
505	5752.71465
512	6404.03957
500	6516.85540
535	6656.26931
510	6477.71184
539	7041.75873
564	6343.07719
496	6570.39959
517	6393.47738
503	7334.23002
540	7217.06708
492	7337.99029
498	7027.57426
524	7884.33139
488	6732.02907
515	7357.66363
487	6790.13848
441	7299.77372
462	6921.23490
525	7177.23997
472	7123.48098
447	7291.07305
467	6617.10245
452	6969.41477
472	6741.85409
502	7491.57883
446	7133.73972
422	7111.77432
448	7288.66466
478	7613.33346
446	6907.21082
489	7225.95839
430	6750.06486
440	7500.37433
451	7728.55178
448	7617.92791
447	7776.22253
458	7898.96277
440	7356.98507
464	7257.89489
415	7366.15971
477	7958.86181
425	7569.31946
460	7761.10929
430	7871.74070
453	8111.06308
455	7445.91674
388	7182.33522
379	7318.82137
411	7958.63366
379	7834.28700
389	7588.69839
399	8074.96550
385	8388.50974
378	7735.61612
398	7773.14828
403	7731.33491
363	8167.51762
352	7635.99166
381	7745.68672
354	8032.94140
388	8366.40831
296	7001.65230
353	7202.93505
367	7397.08851
358	7656.71149
340	7292.08891
355	7514.46024
360	7676.77922
324	8181.49468
327	6609.23841
297	6926.24069
352	7035.56367
290	7442.03405
334	6689.87222
296	10072.14593
288	6820.22532
319	8273.50880
327	8573.36968
319	8845.71006
317	9130.42174
342	9727.95002
592	5454.18797
545	3948.93004
540	4904.87315
523	3987.56634
534	5535.29015
567	4719.26354
547	5024.10792
568	5217.44231
562	5657.64939
583	5283.04614
581	5338.65648
582	5318.34186
526	5471.39128
600	5472.23038
572	5217.82001
565	5615.45687
561	6092.39520
552	6000.02937
552	5804.32493
562	5971.30917
574	5980.64084
559	5957.97834
591	5779.33595
592	6304.82762
559	6573.17161
598	6750.39621
554	6187.62818
591	6512.69898
545	5921.95115
562	6173.74035
542	5805.40208
589	6399.06539
604	6365.45492
548	6344.00315
565	6089.71215
560	6331.85134
559	5965.03775
566	6183.90054
509	5858.10394
576	6385.82444
567	6313.23592
594	6390.11581
591	6183.88792
528	6192.49603
535	5805.84660
558	6152.39761
569	5923.24952
510	5938.42608
507	6306.10924
524	6383.49960
520	6009.04972
545	6185.59191
538	5881.75229
490	5802.35877
505	5596.36609
496	6113.13563
489	5972.83414
493	5986.59059
492	5637.65011
507	6054.70916
510	5221.36054
480	5554.86168
464	5054.61622
451	4956.34413
485	5543.18240
493	5322.29478
440	5103.70919
480	5268.61252
486	4873.28764
454	5032.18262
434	4693.49789
450	5035.01710
465	4974.35190
467	4886.25107
500	4782.98963
467	4907.47068
478	4509.62194
462	4380.57245
466	4292.30757
456	4502.46720
447	4530.67891
462	4545.99423
437	4381.56038
446	4406.58785
437	4159.69601
448	3968.51602
469	4008.21750
421	4136.35616
395	4116.64786
449	4101.19076
383	3959.28563
444	4009.81217
436	3799.28627
440	3601.26518
430	3594.88569
405	3774.09325
430	3851.42657
399	3597.07660
394	3778.18658
402	3746.40242
398	3711.43369
416	3482.00357
412	3421.14235
410	3599.67923
380	3462.83874
413	3258.56960
392	3377.88064
402	3440.65261
380	3065.99600
422	3108.73171
401	2989.56847
355	2978.84085
329	2877.95418
353	2913.65076
352	2920.95935
346	3034.86106
359	2646.95415
343	2741.90404
337	2610.59312
334	2794.02241
332	2509.93804
328	2789.25939
378	2731.29343
315	3137.32858
340	2442.37740
323	2952.98313
346	2872.56164
339	5800.96554
398	3013.70470
381	3299.16488
418	3411.71549
429	3550.12286
432	3531.15808
403	3640.13028
436	3599.92061
450	3741.10579
420	3491.74415
431	3596.65564
472	3641.09061
456	3615.60275
428	3514.74369
498	3649.63331
468	3602.78894
493	3612.30715
537	3434.09137
493	3609.40876
493	3399.95251
502	3607.46425
515	3605.82780
523	3629.49603
484	3422.93020
517	3579.79869
498	3510.25378
531	3625.61901
506	3411.52574
543	3575.31957
504	3506.91493
497	3640.31684
537	3440.21136
495	3562.84449
509	3454.89554
498	3533.63769
516	3412.61141
509	3524.90736
576	3664.11023
559	3671.15808
563	3782.06324
529	3582.59781
572	3567.00353
541	3593.78708
597	3529.40641
558	3671.25944
577	3558.63624
584	3736.74962
605	3806.73490
604	3689.73215
600	3590.56676
596	3546.80369
611	3533.10489
592	3455.42724
591	3541.84362
595	3606.19763
609	3626.69737
577	3547.47599
629	3450.31617
576	3476.67949
618	3591.58386
597	3440.30068
598	3587.96618
586	3464.19207
588	3580.01610
580	3458.31253
565	3236.87502
576	3307.24375
553	3581.90779
603	3575.26497
575	3610.06162
596	3651.24601
634	3846.36026
592	3817.48435
588	3513.02655
577	3595.42885
582	3681.71442
581	3407.94037
567	3547.16006
567	3458.08865
546	3569.07307
561	3596.58082
606	3509.82280
562	3371.33942
593	3558.83348
557	3352.57022
583	3390.40411
603	3404.47295
642	3530.70080
606	3478.23042
586	3432.38542
577	3279.69008
563	3376.61356
569	3232.89618
585	3318.15455
568	3260.51247
569	3313.18627
602	3361.08949
606	3292.67931
567	3160.64582
582	3312.17745
609	3190.01374
616	3279.90816
594	3032.33494
632	3246.53814
615	3207.52745
612	3323.94207
596	3177.27611
615	3279.27833
656	3282.21633
