645	8915.83350
583	4060.01671
566	4045.13963
637	3228.75720
581	3923.88425
579	3348.27286
568	3436.74727
571	3449.42450
579	3654.00199
606	3512.68921
564	3385.28164
585	3412.80715
549	3598.97777
606	3522.67639
553	3479.23735
591	3546.09979
588	3857.51645
573	3743.66180
597	3636.77704
579	3792.77139
561	3670.14600
569	3833.91666
589	3759.65032
576	3963.27436
567	4077.40372
563	4161.78101
546	4113.18022
547	4225.22419
538	3840.08019
536	4063.30152
555	3950.31880
512	4266.84733
506	4254.29477
563	4316.95889
561	4364.57895
562	4618.39374
564	4093.28474
561	4427.80097
528	4179.50528
550	4647.48191
593	4635.02866
554	4675.49909
520	4316.08479
554	4708.06184
523	4426.43098
523	4726.46538
510	4467.79372
517	4799.77666
506	4922.41764
540	5090.17621
515	4979.03359
543	5153.27438
567	4809.82575
501	4933.86020
521	4821.85480
509	5220.48846
543	5286.79340
498	5380.38490
502	5050.65654
528	5654.41441
494	4852.35127
520	5145.00818
493	4657.29098
448	4453.53264
468	5175.26187
529	5249.82568
478	5204.82992
454	5235.12435
472	4983.89270
458	5121.65521
478	5024.08588
508	5435.89457
452	5131.78711
429	5171.32771
453	5229.67680
483	5336.59500
453	4962.24709
494	5273.20198
436	4951.12075
446	5317.07071
457	5430.35606
455	5351.72197
453	5479.62282
464	5385.57207
446	5170.74423
470	5115.85223
421	5141.13478
483	5352.72593
431	5253.63323
466	5348.88965
436	5489.07247
459	5470.62144
461	5141.96934
395	4949.84048
386	5066.80466
418	5341.00918
386	5308.44019
396	5196.44684
407	5502.81199
392	5466.02604
386	5291.54858
407	5236.40747
409	5254.38896
371	5304.15092
360	5138.07028
389	5222.27443
363	5313.94238
396	5510.24191
306	4779.55110
362	4996.86988
375	5057.12538
367	5076.85075
349	4928.33067
364	5087.10128
369	5235.49648
333	5301.61854
337	4642.85689
306	4744.08785
361	4791.85258
299	4978.57029
343	5031.37945
304	7663.65588
296	4732.90801
327	5322.90940
335	6528.65653
326	6763.39265
325	6572.28097
352	6898.28599
600	4523.79506
553	3165.68801
548	3449.10419
531	3071.24812
541	3841.99823
572	3422.02610
554	3589.05182
575	3691.37089
568	4011.51287
588	3754.57460
588	3731.38952
588	3652.30993
531	3792.01382
605	3877.08571
577	3682.26517
570	3875.79181
565	4292.24783
556	4144.23720
556	4107.33741
566	4077.56679
578	4199.76739
563	4198.00672
594	4129.66104
594	4400.13796
562	4632.83428
600	4629.43730
557	4365.54670
593	4496.34809
548	4319.52205
565	4463.68865
544	4249.10557
591	4461.76444
605	4649.34358
551	4594.42593
566	4374.84593
562	4582.62403
561	4357.53782
569	4580.02099
511	4317.72171
579	4686.54121
568	4628.54369
596	4800.15894
